net,length_um
clknet_leaf_186_rv151.mxck,70.425
rv151.soc.bios_dout0\[1\]\[3\],70.395
rv151.soc.bios_dout1\[1\]\[28\],70.38
clknet_opt_29_1_rv151.mxck,70.24
clknet_opt_29_3_rv151.mxck,70.24
clknet_leaf_56_rv151.mxck,70.18
_08072_,70.06
clknet_opt_14_4_rv151.mxck,70.02
clknet_opt_14_5_rv151.mxck,70.015
clknet_3_6_2_rv151.mxck,69.99
rv151.soc.core.alu.alu_ot\[20\],69.875
clknet_leaf_104_rv151.mxck,69.665
_03489_,69.645
_06290_,69.56
_07401_,69.445
_05110_,69.435
rv151.soc.md_sl\[2\],69.3
_03187_,69.175
rv151.soc.imem_dout1\[0\]\[21\],69.16
rv151.soc.bios_dout0\[1\]\[22\],69.05
rv151.soc.bspi.bif.bwb\[0\],69.04
_03474_,68.99
clknet_opt_29_2_rv151.mxck,68.88
_06901_,68.815
_06441_,68.79
clknet_3_5_2_rv151.mxck,68.71
_04465_,68.5
rv151.soc.bios_dout1\[0\]\[15\],68.48
clknet_leaf_77_rv151.mxck,68.465
rv151.soc.dmem_dout0\[1\]\[26\],68.45
_07987_,68.36
clknet_leaf_163_rv151.mxck,68.24
_04682_,68.18
_07201_,67.935
_04117_,67.905
_04214_,67.855
rv151.soc.core.xw_drs\[1\],67.805
_05134_,67.8
_01375_,67.535
rv151.soc.bcsb,67.525
rv151.soc.badr\[0\],67.515
_07785_,67.485
rv151.soc.mi_sl,67.48
_06408_,67.435
_04513_,67.35
rv151.soc.uart.baud_edge\[5\],67.335
_05697_,67.265
rv151.soc.imem_dout1\[1\]\[22\],67.235
_04019_,67.055
clknet_opt_1_0_rv151.mxck,67.035
_05634_,67.03
clknet_leaf_93_rv151.mxck,66.935
_07089_,66.87
clknet_leaf_134_rv151.mxck,66.825
rv151.soc.rf.mem\[20\]\[31\],66.795
clknet_leaf_184_rv151.mxck,66.675
clknet_opt_11_1_rv151.mxck,66.62
clknet_leaf_25_rv151.mxck,66.49
rv151.soc.io_dout\[0\],66.475
_04285_,66.455
clknet_leaf_192_rv151.mxck,66.235
clknet_leaf_181_rv151.mxck,66.195
rv151.soc.rf.mem\[21\]\[27\],66.155
_02294_,66.12
_07960_,65.995
clknet_leaf_21_rv151.mxck,65.97
clknet_leaf_40_rv151.mxck,65.96
_06253_,65.9
_04350_,65.84
_05400_,65.815
rv151.soc.core.xw_drs\[2\],65.74
rv151.soc.uart.uareceive.clock_counter\[12\],65.69
_03487_,65.61
_07515_,65.575
_05961_,65.56
_04846_,65.535
_06283_,65.495
_02296_,65.315
_03490_,65.23
clknet_leaf_79_rv151.mxck,65.08
clknet_opt_2_0_rv151.mxck,65.08
rv151.soc.bios_dout0\[1\]\[24\],65.05
_04329_,65
clknet_leaf_42_rv151.mxck,64.96
_07756_,64.95
_05935_,64.935
_03725_,64.895
rv151.soc.imem_dout1\[0\]\[20\],64.875
_03730_,64.78
_06582_,64.755
_06723_,64.72
_03210_,64.655
clknet_leaf_172_rv151.mxck,64.655
_07424_,64.65
clknet_opt_17_0_rv151.mxck,64.64
_04021_,64.58
_06887_,64.535
_05987_,64.52
_04621_,64.495
_07043_,64.395
clknet_leaf_189_rv151.mxck,64.39
_07002_,64.355
rv151.soc.bspi.b2o.wbc\[0\],64.23
_03480_,64.145
_04258_,63.92
rv151.soc.uart.baud_edge\[6\],63.85
_04213_,63.78
clknet_leaf_22_rv151.mxck,63.54
_03084_,63.5
_08244_,63.43
clknet_opt_22_0_rv151.mxck,63.375
rv151.soc.dmem_dout0\[1\]\[28\],63.3
_07169_,63.295
_06243_,63.265
rv151.soc.md_sl\[0\],63.265
_06974_,63.235
_08315_,63.12
_03207_,62.955
_04235_,62.94
rv151.soc.uart.uareceive.clock_counter\[8\],62.88
net704,62.88
clknet_opt_12_1_rv151.mxck,62.88
_04148_,62.875
rv151.soc.core.alu.alu_ot\[25\],62.765
_00028_,62.755
_01889_,62.74
_07173_,62.72
_02745_,62.64
_04994_,62.635
_03175_,62.615
rv151.soc.core.mi_ad\[26\],62.43
clknet_leaf_157_rv151.mxck,62.29
clknet_opt_18_0_rv151.mxck,62.255
net179,62.18
net984,62.175
rv151.soc.bios_dout0\[1\]\[23\],62.095
clknet_leaf_72_rv151.mxck,61.99
_06236_,61.97
_06930_,61.84
_08095_,61.805
_07304_,61.735
clknet_leaf_128_rv151.mxck,61.715
_03185_,61.695
clknet_opt_9_0_rv151.mxck,61.675
_03605_,61.6
_03492_,61.495
_04151_,61.455
rv151.soc.bspi.bif.st_cr\[0\],61.245
_03037_,61.08
_05049_,61.07
rv151.soc.io_dout\[1\],60.96
clknet_leaf_29_rv151.mxck,60.96
rv151.soc.cc_cntr\[1\],60.88
_06854_,60.82
_08281_,60.79
_04761_,60.48
_07341_,60.45
_04690_,60.44
_03412_,60.435
_06602_,60.395
net123,60.385
_05048_,60.38
_08341_,60.175
_04535_,60.16
rv151.soc.uart.uareceive.clock_counter\[13\],60.14
_08238_,60.125
_07961_,60.12
rv151.soc.bspi.bif.opr,60.11
rv151.soc.core.ctl.ctl_ins\[9\],60.06
_04676_,59.85
_07124_,59.84
_07100_,59.755
clknet_opt_20_2_rv151.mxck,59.48
net178,59.445
net145,59.4
clknet_leaf_41_rv151.mxck,59.385
_07229_,59.33
_07797_,59.24
_03999_,59.155
_07219_,59.04
net110,58.99
clknet_leaf_92_rv151.mxck,58.97
_04560_,58.83
_03539_,58.815
_07231_,58.775
_04394_,58.74
rv151.soc.core.pf_pc4\[1\],58.65
rv151.soc.imem_dout1\[1\]\[23\],58.59
_04890_,58.58
_07853_,58.54
rv151.soc.imem_dout1\[1\]\[3\],58.53
rv151.soc.core.mi_ad\[12\],58.375
_05796_,58.33
rv151.soc.core.pf_pcr\[30\],58.275
_03731_,58.185
_01731_,58.165
_07603_,58.08
_01804_,58.025
_05771_,58.01
_07283_,57.975
clknet_1_1_3_rv151.mxck,57.955
rv151.soc.uart.uareceive.clock_counter\[0\],57.93
_08059_,57.92
clknet_leaf_138_rv151.mxck,57.87
_03698_,57.77
_06347_,57.755
net181,57.62
rv151.soc.rf.mem\[11\]\[22\],57.545
_05133_,57.53
_07139_,57.52
_06377_,57.48
_00630_,57.42
_08316_,57.385
_02003_,57.355
_03485_,57.285
_06914_,57.27
_03665_,57.24
rv151.soc.imem_dout1\[1\]\[24\],57.14
net184,57.12
_04303_,57.055
rv151.soc.bios_dout0\[0\]\[2\],56.885
clknet_leaf_36_rv151.mxck,56.79
_05532_,56.78
rv151.soc.md_sl\[1\],56.78
net182,56.76
rv151.soc.io_dout\[4\],56.755
_05300_,56.75
_06280_,56.735
clknet_leaf_48_rv151.mxck,56.715
_03510_,56.54
rv151.soc.core.mi_ad\[27\],56.525
_03078_,56.435
_04042_,56.415
_07943_,56.39
_03713_,56.375
_07003_,56.26
_01608_,56.225
_01128_,56.12
_06933_,56.115
_03856_,56.1
_05953_,56.1
_06393_,56.06
_07186_,56.055
_03421_,56.035
_06986_,55.995
rv151.soc.core.alu.alu_ot\[14\],55.98
clknet_1_0_3_rv151.mxck,55.915
_04406_,55.895
_05691_,55.78
rv151.soc.core.ctl.ctl_ins\[8\],55.78
_05107_,55.74
_05536_,55.735
_05547_,55.72
rv151.soc.uart.uatransmit.rg_clock_counter\[13\],55.69
net180,55.6
clknet_opt_35_1_rv151.mxck,55.595
_04473_,55.53
_06902_,55.46
_07407_,55.43
rv151.soc.bios_dout1\[1\]\[16\],55.33
_06835_,55.32
clknet_leaf_97_rv151.mxck,55.23
_06646_,55.22
_03226_,55.175
_03702_,55.17
_05814_,54.96
clknet_opt_25_1_rv151.mxck,54.935
_07758_,54.89
rv151.soc.core.alu.alu_ot\[21\],54.795
clknet_opt_7_0_rv151.mxck,54.775
_06216_,54.755
rv151.soc.uart.uareceive.clock_counter\[4\],54.71
_03540_,54.665
rv151.soc.dmem_dout0\[0\]\[29\],54.66
rv151.soc.core.mi_ad\[24\],54.655
_07103_,54.62
_07000_,54.605
_07023_,54.595
_03238_,54.555
_05506_,54.555
_04245_,54.475
_05465_,54.46
rv151.soc.uart.data_out\[7\],54.38
_03047_,54.37
_05440_,54.32
_03206_,54.3
_03105_,54.295
clknet_leaf_140_rv151.mxck,54.255
_04390_,54.235
_03233_,54.17
_05405_,54.14
net176,54.12
_02937_,54.1
_03072_,54.075
_04775_,54.055
_07592_,54.025
rv151.soc.rf.mem\[11\]\[17\],53.97
_05303_,53.86
_01960_,53.835
rv151.soc.rf.mem\[3\]\[29\],53.815
_03113_,53.81
_06814_,53.68
_06278_,53.615
_01672_,53.485
_08021_,53.4
net174,53.28
_03075_,53.27
_05981_,53.265
_05308_,53.26
_06950_,53.25
_08418_,53.235
_07102_,53.215
_08076_,53.215
rv151.soc.core.alu.alu_ot\[19\],53.075
_01832_,53.07
_04952_,53.02
_07024_,52.915
rv151.soc.uart.uareceive.clock_counter\[10\],52.91
_07010_,52.88
_05056_,52.64
_07738_,52.615
rv151.soc.uart.uareceive.clock_counter\[6\],52.615
_06215_,52.58
_06389_,52.55
_03167_,52.51
rv151.soc.uart.uareceive.clock_counter\[1\],52.39
_06394_,52.37
_06660_,52.335
_08007_,52.3
_03195_,52.295
_05411_,52.195
_08056_,52.195
clknet_leaf_124_rv151.mxck,52.005
_06599_,51.965
rv151.soc.bspi.bif.st_cr\[1\],51.965
rv151.soc.uart.uatransmit.rg_clock_counter\[12\],51.89
rv151.soc.core.pf_pcr\[11\],51.86
_06697_,51.82
rv151.soc.dmem_dout0\[0\]\[15\],51.81
_07382_,51.72
_00872_,51.68
_05031_,51.68
_05913_,51.675
_04755_,51.66
_07614_,51.66
_06318_,51.64
_07755_,51.555
rv151.soc.dmem_dout0\[1\]\[27\],51.51
rv151.soc.dmem_dout0\[0\]\[1\],51.43
_07080_,51.425
_06601_,51.41
rv151.soc.uart.uareceive.clock_counter\[9\],51.4
_07204_,51.335
_07518_,51.26
rv151.soc.rf.mem\[8\]\[22\],51.255
rv151.soc.core.alu.alu_ot\[13\],51.205
rv151.soc.bspi.b2o.rbc\[1\],51.155
clknet_4_4_0_rv151.mxck,51.06
_02781_,51.03
_06844_,51.005
_06975_,50.995
_07189_,50.99
rv151.soc.bios_dout1\[0\]\[14\],50.97
_05074_,50.94
_05891_,50.9
rv151.soc.core.alu.alu_ot\[16\],50.82
_00997_,50.785
_06788_,50.78
_04747_,50.74
_05759_,50.735
rv151.soc.core.ctl.ctl_ins\[11\],50.685
_04371_,50.66
_08379_,50.655
_06499_,50.65
rv151.soc.bspi.o2b.wbc\[1\],50.62
_06287_,50.565
_00828_,50.54
rv151.soc.rf.mem\[23\]\[31\],50.455
rv151.soc.dmem_dout0\[0\]\[27\],50.405
clknet_leaf_44_rv151.mxck,50.365
_03766_,50.36
rv151.soc.rf.mem\[15\]\[25\],50.29
_05087_,50.28
_02902_,50.235
_06834_,50.23
_05871_,50.21
_05971_,50.18
rv151.soc.rf.mem\[19\]\[13\],50.085
_01100_,50.045
_07428_,50.045
_04526_,49.955
rv151.soc.core.alu.alu_ot\[22\],49.9
_05876_,49.88
_07203_,49.87
_01384_,49.82
_05635_,49.775
rv151.soc.rf.mem\[4\]\[29\],49.775
_03966_,49.755
_06403_,49.74
rv151.soc.bspi.bif.opw,49.72
rv151.soc.bios_dout1\[1\]\[30\],49.655
_06929_,49.58
rv151.soc.uart.uareceive.clock_counter\[5\],49.53
_06875_,49.495
_07764_,49.475
_07576_,49.345
rv151.soc.uart.uareceive.clock_counter\[3\],49.275
_02336_,49.26
rv151.soc.rf.mem\[30\]\[21\],49.24
_07437_,49.235
_06603_,49.18
rv151.soc.bios_dout0\[0\]\[1\],49.175
rv151.soc.badr\[4\],49.085
rv151.soc.uart.uatransmit.rg_clock_counter\[14\],49.08
clknet_leaf_98_rv151.mxck,49.025
_06422_,49.015
_07130_,48.975
_03523_,48.875
_06568_,48.815
_06832_,48.775
_07771_,48.655
_05925_,48.58
_08096_,48.53
_05881_,48.48
_06295_,48.46
_06910_,48.46
_02214_,48.42
_05471_,48.415
rv151.soc.core.alu.alu_ot\[23\],48.36
rv151.soc.uart.data_in_ready,48.315
_01867_,48.275
_05877_,48.255
_07274_,48.24
_07838_,48.155
_07494_,48.04
rv151.soc.core.mi_ad\[29\],47.97
_06458_,47.85
_07984_,47.82
_06606_,47.74
_04778_,47.7
_05512_,47.68
_06558_,47.635
_07601_,47.575
_03334_,47.55
clknet_leaf_35_rv151.mxck,47.53
clknet_opt_26_1_rv151.mxck,47.475
_06007_,47.46
_07777_,47.44
_03975_,47.425
_08051_,47.36
_06741_,47.355
rv151.soc.bios_dout1\[1\]\[0\],47.33
_01567_,47.285
_01640_,47.265
_03694_,47.255
_03201_,47.225
_01704_,47.2
_03067_,47.165
_01803_,47.08
_04012_,47.075
_03161_,47.055
_04142_,47.025
_07768_,47.02
_04251_,47.015
_06343_,46.955
_07352_,46.955
_06906_,46.92
_04762_,46.895
rv151.soc.rf.mem\[25\]\[11\],46.895
rv151.soc.rf.mem\[3\]\[11\],46.895
_03127_,46.88
_06273_,46.83
_08064_,46.82
clknet_opt_11_0_rv151.mxck,46.8
clknet_opt_12_0_rv151.mxck,46.8
_07670_,46.785
_07962_,46.755
_04438_,46.735
rv151.soc.rf.mem\[18\]\[25\],46.73
_07723_,46.66
_04512_,46.64
_01894_,46.635
clknet_leaf_34_rv151.mxck,46.59
_04246_,46.58
_07448_,46.575
_05995_,46.54
clknet_opt_6_1_rv151.mxck,46.515
_05118_,46.48
rv151.soc.rf.mem\[26\]\[30\],46.435
_00308_,46.41
clknet_opt_28_0_rv151.mxck,46.395
clknet_leaf_10_rv151.mxck,46.37
_07968_,46.36
_04137_,46.355
_07205_,46.335
_06218_,46.32
rv151.soc.rf.mem\[27\]\[3\],46.32
_06126_,46.315
_07761_,46.26
_00700_,46.215
_03296_,46.155
_06452_,46.135
rv151.soc.uart.uareceive.clock_counter\[14\],46.055
rv151.soc.rf.mem\[3\]\[16\],46.02
_03057_,46.01
clknet_leaf_187_rv151.mxck,46.01
_07735_,45.98
rv151.soc.rf.mem\[22\]\[11\],45.965
_08002_,45.94
_04376_,45.935
rv151.soc.core.xw_aot\[23\],45.915
rv151.soc.badr\[7\],45.88
clknet_opt_10_0_rv151.mxck,45.88
_04346_,45.86
_07112_,45.82
_04359_,45.76
_07429_,45.715
rv151.soc.rf.mem\[4\]\[0\],45.69
_04207_,45.675
_01576_,45.64
_06235_,45.64
_07123_,45.635
_04336_,45.58
rv151.soc.rf.mem\[29\]\[31\],45.565
clknet_2_1_3_rv151.mxck,45.52
_06011_,45.48
_07120_,45.48
rv151.soc.bios_dout1\[1\]\[31\],45.46
_07927_,45.445
_04733_,45.44
_05631_,45.36
rv151.soc.rf.mem\[31\]\[15\],45.34
_01998_,45.305
_05435_,45.3
_05756_,45.1
rv151.soc.dmem_dout0\[1\]\[29\],45.095
_06987_,45.08
net698,45.06
_05053_,45.04
_06751_,45.03
_06928_,45.02
_08084_,45.005
_06161_,45
_04034_,44.93
clknet_opt_13_0_rv151.mxck,44.92
_06598_,44.915
_00836_,44.905
_08343_,44.905
_04290_,44.895
_07512_,44.895
_01119_,44.82
_07974_,44.8
_04702_,44.78
_03729_,44.74
_07350_,44.735
rv151.soc.rf.mem\[19\]\[9\],44.735
rv151.soc.rf.mem\[31\]\[31\],44.73
rv151.soc.core.pf_pcr\[31\],44.72
rv151.soc.rf.mem\[15\]\[17\],44.72
rv151.soc.uart.uatransmit.rg_clock_counter\[10\],44.685
_06042_,44.66
rv151.soc.core.mi_ad\[25\],44.65
_06853_,44.635
_08179_,44.625
_06266_,44.6
rv151.soc.rf.mem\[16\]\[17\],44.58
_06821_,44.575
_07679_,44.455
rv151.soc.io_dout\[6\],44.435
_07207_,44.375
rv151.soc.uart.uatransmit.rg_clock_counter\[1\],44.32
_02974_,44.3
_06905_,44.3
_02072_,44.295
_08054_,44.27
_06708_,44.265
_02853_,44.255
rv151.soc.rf.mem\[12\]\[16\],44.24
_03949_,44.235
_07329_,44.235
_07034_,44.15
_06949_,44.135
_05023_,44.1
_05885_,44.09
_01492_,44.08
_03716_,44.02
_06399_,44.015
rv151.soc.core.alu.alu_ot\[12\],43.895
_05718_,43.89
_06733_,43.885
rv151.soc.rf.mem\[0\]\[7\],43.845
_04323_,43.835
_01695_,43.79
_00773_,43.775
_05329_,43.76
_03071_,43.735
rv151.soc.uart.uatransmit.rg_clock_counter\[9\],43.735
_00732_,43.725
_07775_,43.695
rv151.soc.rf.mem\[0\]\[17\],43.68
rv151.soc.rf.mem\[21\]\[31\],43.675
rv151.soc.rf.mem\[14\]\[13\],43.65
rv151.soc.uart.uatransmit.rg_clock_counter\[6\],43.605
rv151.soc.rf.mem\[22\]\[18\],43.53
_02045_,43.52
_04100_,43.515
rv151.soc.io_dout\[7\],43.495
rv151.soc.dmem_dout0\[0\]\[14\],43.465
rv151.soc.rf.mem\[10\]\[20\],43.425
_01868_,43.42
_05005_,43.42
rv151.soc.io_dout\[3\],43.375
_04250_,43.34
rv151.soc.rf.mem\[30\]\[24\],43.26
_06229_,43.24
net177,43.22
_07608_,43.21
_01730_,43.205
_00782_,43.195
_06374_,43.18
_03734_,43.1
rv151.soc.core.mi_ad\[14\],43.1
rv151.soc.rf.mem\[24\]\[28\],43.1
rv151.soc.rf.mem\[27\]\[30\],43.095
_01740_,43.075
rv151.soc.rf.mem\[15\]\[18\],43.065
_07565_,43.06
_07726_,43.06
_07800_,43.04
rv151.soc.dmem_dout0\[0\]\[0\],43.04
_05775_,42.98
_05850_,42.98
_07046_,42.945
rv151.soc.rf.mem\[24\]\[15\],42.915
_05396_,42.9
rv151.soc.bspi.o2b.wdt\[6\],42.9
_06249_,42.865
_01531_,42.805
_03546_,42.8
_03193_,42.78
_06508_,42.78
_06696_,42.775
rv151.soc.imem_dout1\[0\]\[19\],42.75
_02637_,42.74
_07042_,42.725
_03428_,42.715
_06400_,42.7
_06998_,42.695
_07076_,42.69
_03188_,42.625
_05963_,42.62
_06678_,42.585
_07278_,42.58
rv151.soc.rf.mem\[22\]\[31\],42.58
_07210_,42.575
_05127_,42.565
rv151.soc.rf.mem\[16\]\[4\],42.555
_03801_,42.535
rv151.soc.rf.mem\[15\]\[13\],42.53
_02659_,42.48
_01771_,42.465
rv151.soc.uart.uatransmit.rg_clock_counter\[0\],42.465
_06228_,42.455
_01483_,42.44
_03705_,42.395
rv151.soc.bios_dout1\[0\]\[25\],42.38
rv151.soc.rf.mem\[15\]\[22\],42.38
_04430_,42.345
_03441_,42.315
rv151.soc.cc_cntr\[7\],42.295
rv151.soc.rf.mem\[15\]\[27\],42.24
_00607_,42.225
_04983_,42.215
_05226_,42.195
rv151.soc.rf.mem\[10\]\[31\],42.19
_02598_,42.18
_04379_,42.175
_06734_,42.16
rv151.soc.bios_dout1\[1\]\[17\],42.12
_06807_,42.105
_07970_,42.1
_06772_,42.095
rv151.soc.rf.mem\[11\]\[31\],42.08
rv151.soc.rf.mem\[21\]\[20\],42.05
_06849_,42.02
net156,42.015
_06532_,42.01
_07612_,42
rv151.soc.rf.mem\[13\]\[10\],41.995
rv151.soc.core.mi_ad\[13\],41.975
_07945_,41.895
rv151.soc.rf.mem\[8\]\[6\],41.88
rv151.soc.rf.mem\[0\]\[5\],41.86
_06967_,41.835
rv151.soc.badr\[8\],41.83
rv151.soc.rf.mem\[28\]\[20\],41.825
rv151.soc.rf.mem\[13\]\[27\],41.78
_07113_,41.73
_07732_,41.72
_03046_,41.7
_04772_,41.675
rv151.soc.rf.mem\[15\]\[15\],41.655
_07534_,41.635
rv151.soc.io_dout\[5\],41.635
rv151.soc.rf.mem\[4\]\[23\],41.63
rv151.soc.rf.mem\[4\]\[17\],41.625
clknet_leaf_87_rv151.mxck,41.58
_02244_,41.56
_05116_,41.56
_06626_,41.54
_07371_,41.54
_05296_,41.535
_06275_,41.535
_07674_,41.5
_06935_,41.495
rv151.soc.rf.mem\[30\]\[28\],41.475
_02893_,41.46
_04118_,41.46
_08370_,41.46
_06542_,41.455
_05480_,41.45
rv151.soc.rf.mem\[2\]\[30\],41.445
_03173_,41.4
_06820_,41.4
_04896_,41.395
_00025_,41.38
rv151.soc.rf.mem\[12\]\[27\],41.35
rv151.soc.rf.mem\[27\]\[5\],41.33
rv151.soc.rf.mem\[6\]\[9\],41.315
_05838_,41.3
_01234_,41.295
_08089_,41.285
_06440_,41.28
_06995_,41.27
_07480_,41.26
_03728_,41.245
clknet_opt_28_1_rv151.mxck,41.215
_08071_,41.195
_01919_,41.18
rv151.soc.rf.mem\[8\]\[14\],41.155
clknet_leaf_88_rv151.mxck,41.14
_03232_,41.08
_04787_,41.08
net691,41.08
rv151.soc.rf.mem\[7\]\[11\],41.06
_06350_,41.055
_06872_,41.04
_06641_,41.035
_07101_,41.035
rv151.soc.rf.mem\[21\]\[10\],40.955
rv151.soc.rf.mem\[20\]\[19\],40.885
_07395_,40.86
_06878_,40.84
_04663_,40.835
_06608_,40.835
rv151.soc.dmem_dout0\[1\]\[13\],40.83
rv151.soc.rf.mem\[28\]\[21\],40.825
_07527_,40.78
rv151.soc.rf.mem\[10\]\[17\],40.755
rv151.soc.ir_cntr\[30\],40.735
rv151.soc.rf.mem\[15\]\[12\],40.735
_04000_,40.72
_07749_,40.7
rv151.soc.bspi.o2b.wdt\[2\],40.695
_05472_,40.68
clknet_opt_10_1_rv151.mxck,40.655
rv151.soc.rf.mem\[1\]\[9\],40.63
rv151.soc.rf.mem\[12\]\[9\],40.615
_07004_,40.55
_07879_,40.55
_07813_,40.535
_00709_,40.525
rv151.soc.rf.mem\[5\]\[11\],40.48
_07192_,40.455
_07795_,40.4
_02589_,40.38
_07729_,40.38
_03415_,40.375
_05784_,40.34
rv151.soc.uart.uatransmit.rg_clock_counter\[11\],40.33
_04579_,40.3
rv151.soc.core.xw_aot\[22\],40.26
_05609_,40.215
_04291_,40.14
rv151.soc.rf.mem\[25\]\[2\],40.14
_07216_,40.115
rv151.soc.rf.mem\[30\]\[3\],40.1
rv151.soc.rf.mem\[10\]\[2\],40.08
rv151.soc.rf.mem\[16\]\[21\],40.065
_06194_,40.06
_07964_,40.035
rv151.soc.rf.mem\[8\]\[31\],40.035
_03391_,40.025
rv151.soc.rf.mem\[31\]\[5\],39.99
_04437_,39.975
net185,39.97
_07814_,39.955
clknet_leaf_61_rv151.mxck,39.935
rv151.soc.rf.mem\[1\]\[29\],39.91
_06559_,39.895
rv151.soc.rf.mem\[5\]\[29\],39.885
_00022_,39.855
_05674_,39.82
_07843_,39.815
_02135_,39.795
_07167_,39.795
_01456_,39.765
rv151.soc.rf.mem\[28\]\[27\],39.75
_03965_,39.74
_01900_,39.72
_02844_,39.72
_07985_,39.68
rv151.soc.bspi.bif.bwb\[3\],39.67
_00837_,39.66
rv151.soc.bios_dout0\[0\]\[0\],39.65
_00644_,39.64
_01540_,39.625
net175,39.62
_06579_,39.615
_06996_,39.605
_06167_,39.56
rv151.soc.bspi.o2b.wdt\[1\],39.545
_07774_,39.535
_03069_,39.515
_03141_,39.515
_06828_,39.495
_06976_,39.485
_06320_,39.475
rv151.soc.rf.mem\[7\]\[12\],39.465
rv151.soc.bspi.bif.bwb\[1\],39.43
_02635_,39.42
_07531_,39.42
_01827_,39.4
_07212_,39.395
rv151.soc.rf.mem\[19\]\[16\],39.38
rv151.soc.rf.mem\[28\]\[6\],39.38
_04677_,39.36
rv151.soc.rf.mem\[21\]\[18\],39.33
rv151.soc.ir_cntr\[12\],39.31
_07784_,39.295
_07798_,39.28
_02708_,39.26
_07182_,39.26
_07765_,39.24
rv151.soc.rf.mem\[8\]\[25\],39.24
rv151.soc.rf.mem\[22\]\[28\],39.23
_03804_,39.2
rv151.soc.bios_dout0\[1\]\[4\],39.2
rv151.soc.rf.mem\[28\]\[24\],39.195
_06419_,39.18
_07271_,39.18
rv151.soc.rf.mem\[1\]\[14\],39.18
_04388_,39.175
rv151.soc.core.mi_ad\[21\],39.115
_06255_,39.1
rv151.soc.uart.uareceive.clock_counter\[2\],39.06
rv151.soc.imem_dout1\[0\]\[31\],39.04
_03594_,39.035
_06957_,39.015
_01795_,38.975
_07993_,38.975
rv151.soc.rf.mem\[7\]\[22\],38.965
_05438_,38.96
_03917_,38.955
_06510_,38.935
_02257_,38.915
_02638_,38.875
_08406_,38.86
_06829_,38.845
_08413_,38.84
_07627_,38.835
rv151.soc.bios_dout0\[1\]\[25\],38.82
_00029_,38.8
_07524_,38.795
_03670_,38.785
_05113_,38.785
_05227_,38.76
rv151.soc.core.xw_aot\[24\],38.76
_07981_,38.755
_03345_,38.72
rv151.soc.rf.mem\[8\]\[18\],38.675
_06093_,38.655
_08425_,38.655
rv151.soc.rf.mem\[23\]\[10\],38.595
rv151.soc.rf.mem\[20\]\[28\],38.59
rv151.soc.cc_cntr\[2\],38.585
_02817_,38.56
_03970_,38.555
rv151.soc.core.pf_pcr\[10\],38.555
rv151.soc.rf.mem\[26\]\[11\],38.545
_07064_,38.53
_07741_,38.5
_06453_,38.49
_01682_,38.485
_02892_,38.475
_06293_,38.455
_00011_,38.4
_06279_,38.395
_06436_,38.385
rv151.soc.core.mi_ad\[28\],38.365
_03990_,38.36
_07958_,38.335
_03610_,38.33
_03860_,38.32
_08181_,38.285
_03947_,38.22
rv151.soc.rf.mem\[30\]\[0\],38.22
_06825_,38.21
rv151.soc.cc_cntr\[13\],38.21
_04181_,38.195
_07284_,38.135
rv151.soc.bdti\[15\],38.135
rv151.soc.imem_dout1\[1\]\[4\],38.105
_00860_,38.08
_07816_,38.075
_07885_,38.035
net84,38.03
_06571_,38.02
rv151.soc.dmem_dout0\[0\]\[28\],38.01
_03939_,38
_00776_,37.92
_06359_,37.915
_02235_,37.88
_08102_,37.88
rv151.soc.rf.mem\[8\]\[17\],37.88
rv151.soc.rf.mem\[13\]\[19\],37.87
_04262_,37.84
_06300_,37.83
net136,37.8
_06190_,37.78
rv151.soc.rf.mem\[14\]\[12\],37.775
_04669_,37.76
_06043_,37.755
rv151.soc.io_dout\[31\],37.74
rv151.soc.rf.mem\[27\]\[22\],37.735
rv151.soc.bspi.o2b.wbn\[1\],37.705
_08164_,37.7
_03585_,37.68
net104,37.68
_00777_,37.665
_03077_,37.6
_06855_,37.6
_07699_,37.6
rv151.soc.ir_cntr\[29\],37.595
rv151.soc.rf.mem\[27\]\[26\],37.595
rv151.soc.rf.mem\[3\]\[1\],37.585
_03628_,37.58
rv151.soc.rf.mem\[29\]\[18\],37.57
_01509_,37.545
_02829_,37.54
_06401_,37.535
_07796_,37.52
_07300_,37.475
_01575_,37.46
net158,37.46
_01772_,37.445
_04057_,37.435
rv151.soc.rf.mem\[2\]\[29\],37.42
net725,37.41
_03184_,37.395
_02709_,37.34
_07381_,37.34
rv151.soc.rf.mem\[13\]\[30\],37.335
rv151.soc.rf.mem\[17\]\[9\],37.33
_03396_,37.325
_02323_,37.32
_04666_,37.32
_07262_,37.31
_07162_,37.275
rv151.soc.rf.mem\[14\]\[27\],37.26
_05945_,37.245
_03615_,37.23
rv151.soc.badr\[2\],37.23
rv151.soc.io_dout\[17\],37.225
_04321_,37.2
_07153_,37.17
_06804_,37.16
rv151.soc.rf.mem\[29\]\[4\],37.155
rv151.soc.rf.mem\[16\]\[28\],37.15
_04647_,37.1
_07817_,37.1
rv151.soc.rf.mem\[19\]\[21\],37.08
rv151.soc.core.pf_pcr\[27\],37.055
rv151.soc.ir_cntr\[0\],37.05
_04580_,37.04
rv151.soc.uart.uatransmit.rg_clock_counter\[3\],37.025
_07742_,37.02
_02793_,37
_04743_,37
rv151.soc.rf.mem\[30\]\[22\],36.995
_06971_,36.975
_05455_,36.94
_05470_,36.94
_07378_,36.93
_07782_,36.885
net147,36.88
