net,length_um
_03801_,54.66
_04400_,54.66
_04340_,54.63
_05962_,54.58
_06308_,54.58
_03452_,54.52
_08161_,54.5
_06811_,54.46
soc.core.xw_pc4\[8\],54.46
soc.io_dout\[10\],54.46
_06126_,54.41
_06513_,54.24
_07724_,54.22
clknet_leaf_18_soc.bspi.b2o.wck,54.12
clknet_leaf_83_soc.bspi.b2o.wck,54.07
_03330_,54.02
_08149_,54.02
_06446_,53.8
_03989_,53.78
_07042_,53.72
soc.rf.mem\[4\]\[8\],53.69
_07244_,53.68
clknet_leaf_141_soc.bspi.b2o.wck,53.66
_08338_,53.46
_03218_,53.44
_07207_,53.4
_05395_,53.38
clknet_leaf_103_soc.bspi.b2o.wck,53.3
soc.bios_dout0\[0\]\[3\],53.27
_05527_,53.22
_06005_,53.2
_04876_,53.18
soc.uart.uareceive.clock_counter\[1\],53.14
_07572_,53.08
_06966_,52.98
_07805_,52.98
soc.core.xw_pc4\[2\],52.98
soc.core.mi_ad\[3\],52.84
clknet_leaf_79_soc.bspi.b2o.wck,52.84
_03908_,52.8
soc.ir_cntr\[27\],52.8
_05802_,52.7
clknet_leaf_165_soc.bspi.b2o.wck,52.6
_08376_,52.5
_03158_,52.48
net607,52.38
_04694_,52.32
clknet_leaf_138_soc.bspi.b2o.wck,52.32
_06734_,52.31
_05782_,52.28
soc.ir_cntr\[3\],52.28
_07869_,52.22
_06379_,52.14
_06773_,52.05
_05239_,52.04
_06535_,52
soc.io_dout\[17\],51.98
_08339_,51.96
soc.cc_cntr\[4\],51.96
_05862_,51.92
_07646_,51.92
clknet_leaf_191_soc.bspi.b2o.wck,51.92
_06708_,51.9
clknet_leaf_184_soc.bspi.b2o.wck,51.9
_03544_,51.88
_06776_,51.74
soc.core.mi_ad\[17\],51.74
clknet_leaf_104_soc.bspi.b2o.wck,51.66
_04033_,51.62
_06971_,51.61
_06774_,51.6
soc.core.mi_ad\[20\],51.54
_03798_,51.46
_04454_,51.44
soc.rf.mem\[6\]\[13\],51.44
_06285_,51.38
soc.core.mi_ad\[14\],51.38
soc.ir_cntr\[6\],51.26
_02029_,51.255
soc.core.xw_pc4\[6\],51.18
soc.rf.mem\[6\]\[31\],51.18
_07671_,51.12
_00188_,51.1
_06871_,51.06
_07426_,50.98
_04509_,50.97
soc.ir_cntr\[2\],50.885
clknet_leaf_36_soc.bspi.b2o.wck,50.82
_07026_,50.78
_05442_,50.76
_07323_,50.66
_07760_,50.63
_06762_,50.62
_06618_,50.56
soc.io_dout\[15\],50.54
soc.rf.mem\[12\]\[28\],50.5
soc.rf.mem\[7\]\[31\],50.48
clknet_leaf_75_soc.bspi.b2o.wck,50.48
_07480_,50.4
soc.rf.mem\[0\]\[31\],50.38
soc.core.mi_ad\[19\],50.36
soc.rf.mem\[29\]\[24\],50.34
_06972_,50.24
_07212_,50.16
_06427_,50.12
_02183_,50.085
_03907_,50.08
_07023_,49.94
_04654_,49.91
soc.rf.mem\[18\]\[11\],49.9
_07011_,49.8
soc.io_dout\[18\],49.76
_03320_,49.69
soc.io_dout\[2\],49.69
soc.bios_dout1\[1\]\[7\],49.67
soc.rf.mem\[28\]\[24\],49.66
_04302_,49.56
soc.rf.mem\[2\]\[31\],49.56
soc.uart.uatransmit.rg_clock_counter\[10\],49.5
_00115_,49.455
_03163_,49.36
_06130_,49.34
soc.core.xw_pc4\[3\],49.34
_07485_,49.32
_06808_,49.26
soc.ir_cntr\[24\],49.18
soc.bios_dout0\[1\]\[21\],49.13
soc.bspi.bif.st_cr\[0\],49.12
soc.cc_cntr\[6\],49.02
_06573_,48.985
soc.core.pf_pcr\[24\],48.94
_06838_,48.93
soc.rf.mem\[5\]\[11\],48.92
_05622_,48.91
soc.rf.mem\[16\]\[11\],48.88
_07692_,48.86
soc.bspi.b2o.rbc\[1\],48.86
_07624_,48.84
clknet_leaf_133_soc.bspi.b2o.wck,48.8
_07442_,48.77
clknet_leaf_159_soc.bspi.b2o.wck,48.68
soc.bspi.o2b.wbc\[1\],48.66
soc.rf.mem\[18\]\[23\],48.56
soc.rf.mem\[4\]\[21\],48.5
_07601_,48.48
_07341_,48.44
soc.uart.uareceive.clock_counter\[15\],48.4
_07517_,48.18
_07564_,48.16
_07753_,48.16
_04349_,48.06
_06895_,48.06
soc.rf.mem\[10\]\[30\],48.04
_07552_,47.9
_05283_,47.84
clknet_leaf_143_soc.bspi.b2o.wck,47.8
net224,47.49
_07373_,47.46
_06004_,47.44
_06779_,47.44
_06799_,47.42
_05722_,47.4
_07233_,47.36
_07467_,47.36
_03631_,47.28
_05295_,47.28
_03608_,47.26
_04080_,47.22
_06391_,47.14
soc.core.pc_a4\[9\],47.1
soc.rf.mem\[2\]\[20\],46.92
soc.uart.uatransmit.rg_clock_counter\[9\],46.865
_07757_,46.66
soc.cc_cntr\[8\],46.64
_06571_,46.62
soc.ir_cntr\[30\],46.6
_05386_,46.5
_03730_,46.38
_05444_,46.32
_06601_,46.32
_05682_,46.3
_07858_,46.28
soc.uart.uareceive.clock_counter\[6\],46.275
_04134_,46.26
soc.rf.mem\[3\]\[31\],46.2
soc.rf.mem\[5\]\[28\],46.04
_04357_,45.96
_06692_,45.82
_06760_,45.8
_06552_,45.76
soc.core.mi_ad\[21\],45.685
soc.rf.mem\[29\]\[20\],45.65
soc.rf.mem\[11\]\[20\],45.56
_06514_,45.48
clknet_leaf_67_soc.bspi.b2o.wck,45.44
_05784_,45.42
_04510_,45.4
net218,45.4
_06403_,45.34
_05864_,45.3
_06998_,45.3
_06047_,45.18
_07092_,45.16
soc.io_dout\[29\],45.1
_07039_,45.08
_07263_,45.08
soc.rf.mem\[11\]\[29\],45.06
soc.core.xw_mfn\[2\],45.04
_05473_,45.02
soc.bios_dout1\[1\]\[8\],45
_07027_,44.88
_07736_,44.84
_06447_,44.82
_06926_,44.74
soc.core.pf_pcr\[12\],44.74
_03992_,44.72
_06229_,44.68
_07755_,44.64
_03988_,44.61
_06726_,44.6
clknet_leaf_142_soc.bspi.b2o.wck,44.58
_07747_,44.54
clknet_leaf_40_soc.bspi.b2o.wck,44.54
_06612_,44.52
soc.io_dout\[28\],44.52
soc.rf.mem\[10\]\[20\],44.44
_06845_,44.42
soc.bios_dout0\[1\]\[20\],44.41
soc.rf.mem\[25\]\[22\],44.36
clknet_leaf_144_soc.bspi.b2o.wck,44.36
soc.rf.mem\[2\]\[30\],44.34
soc.cc_cntr\[19\],44.32
_04122_,44.3
_04736_,44.28
clknet_leaf_35_soc.bspi.b2o.wck,44.26
_02221_,44.24
_05611_,44.24
soc.rf.mem\[10\]\[17\],44.22
_03147_,44.14
_07445_,44.1
soc.rf.mem\[12\]\[8\],44.1
soc.rf.mem\[10\]\[23\],44.08
_06085_,44.04
net221,44.03
_07239_,44.02
_03299_,43.92
_07420_,43.86
_06426_,43.8
_06603_,43.76
_05434_,43.74
soc.rf.mem\[20\]\[6\],43.68
clknet_leaf_34_soc.bspi.b2o.wck,43.68
soc.ir_cntr\[4\],43.64
soc.io_dout\[24\],43.62
soc.rf.mem\[15\]\[19\],43.6
_05364_,43.52
_05905_,43.52
soc.rf.mem\[8\]\[30\],43.52
_03795_,43.48
_07836_,43.48
soc.bios_addra\[1\],43.46
soc.rf.mem\[16\]\[16\],43.42
soc.rf.mem\[27\]\[31\],43.42
_07104_,43.38
_06771_,43.245
_03588_,43.24
soc.rf.mem\[0\]\[11\],43.24
soc.ir_cntr\[9\],43.21
_04252_,43.18
_03107_,43.14
_06835_,43.14
soc.rf.mem\[10\]\[8\],43.1
_07603_,43.06
_07665_,43.06
_07475_,43.02
_06231_,42.99
_07412_,42.98
soc.rf.mem\[24\]\[15\],42.98
_08159_,42.96
soc.rf.mem\[22\]\[22\],42.9
soc.rf.mem\[30\]\[10\],42.84
_06305_,42.82
_08088_,42.82
_06635_,42.8
_07096_,42.79
_05776_,42.78
_06880_,42.76
soc.rf.mem\[16\]\[9\],42.76
_06440_,42.75
_05479_,42.74
_03812_,42.72
clknet_leaf_123_soc.bspi.b2o.wck,42.72
_06470_,42.7
_03488_,42.68
_07177_,42.66
_04877_,42.58
soc.uart.uatransmit.rg_clock_counter\[11\],42.58
_06643_,42.54
_07021_,42.52
soc.rf.mem\[7\]\[15\],42.52
_04550_,42.48
_07764_,42.45
soc.rf.mem\[6\]\[15\],42.44
soc.rf.mem\[18\]\[21\],42.4
_05150_,42.36
_05121_,42.34
_03304_,42.32
_07358_,42.28
clknet_leaf_53_soc.bspi.b2o.wck,42.25
soc.rf.mem\[2\]\[11\],42.2
_05966_,42.19
_04040_,42.16
_06818_,42.16
_06689_,42.06
soc.rf.mem\[17\]\[18\],42.06
_06953_,42.02
soc.bspi.b2o.wbc\[1\],41.98
_05384_,41.96
soc.rf.mem\[18\]\[2\],41.92
clknet_leaf_140_soc.bspi.b2o.wck,41.9
_04084_,41.88
_03877_,41.86
soc.cc_cntr\[14\],41.86
soc.ir_cntr\[25\],41.84
soc.uart.data_in\[7\],41.84
net96,41.81
_06742_,41.78
_04769_,41.72
_05703_,41.72
soc.rf.mem\[30\]\[16\],41.7
clknet_leaf_207_soc.bspi.b2o.wck,41.7
_05445_,41.66
soc.rf.mem\[11\]\[9\],41.66
soc.rf.mem\[12\]\[12\],41.63
_07237_,41.6
_03321_,41.58
_06698_,41.58
soc.cc_cntr\[11\],41.58
_02442_,41.51
soc.rf.mem\[10\]\[31\],41.5
_05107_,41.48
soc.ir_cntr\[22\],41.48
soc.rf.mem\[11\]\[15\],41.46
soc.rf.mem\[3\]\[21\],41.46
_03188_,41.44
_06268_,41.36
soc.rf.mem\[15\]\[30\],41.36
soc.rf.mem\[29\]\[17\],41.34
_08109_,41.28
soc.rf.mem\[14\]\[30\],41.24
soc.rf.mem\[2\]\[21\],41.24
_04140_,41.22
soc.cc_cntr\[2\],41.22
soc.rf.mem\[27\]\[22\],41.22
_07435_,41.18
_05586_,41.14
_05690_,41.12
_06472_,41.1
soc.io_dout\[1\],41.1
_07742_,41.08
_06737_,41.04
soc.core.xw_aot\[23\],41.04
soc.bspi.bif.st_cr\[1\],40.98
soc.core.pc_a4\[15\],40.96
_04644_,40.92
_05480_,40.92
_02224_,40.88
_04783_,40.88
_07414_,40.86
soc.rf.mem\[7\]\[13\],40.84
net230,40.83
soc.rf.mem\[17\]\[15\],40.82
soc.uart.uatransmit.rg_clock_counter\[4\],40.82
net227,40.81
_04867_,40.8
_07088_,40.78
soc.io_dout\[5\],40.76
soc.rf.mem\[27\]\[14\],40.74
clknet_leaf_33_soc.bspi.b2o.wck,40.7
soc.core.pc_a4\[10\],40.66
soc.rf.mem\[19\]\[23\],40.64
_03109_,40.6
_07403_,40.6
clknet_leaf_14_soc.bspi.b2o.wck,40.59
_05180_,40.58
_06049_,40.52
soc.rf.mem\[2\]\[28\],40.48
soc.bios_dout0\[1\]\[0\],40.47
soc.rf.mem\[31\]\[15\],40.46
soc.rf.mem\[16\]\[28\],40.42
soc.core.mi_ad\[8\],40.38
_06632_,40.36
_05950_,40.34
_08160_,40.24
soc.rf.mem\[28\]\[4\],40.14
_01049_,40.125
_07498_,40.06
soc.bspi.bif.bwb\[0\],40.05
_03242_,40.02
_04689_,40.02
soc.rf.mem\[31\]\[10\],40.02
_07474_,39.94
soc.core.pf_pcr\[28\],39.94
_04886_,39.92
_04228_,39.88
net621,39.87
_06759_,39.86
soc.io_dout\[27\],39.86
soc.badr\[3\],39.84
_06642_,39.82
_03486_,39.8
soc.rf.mem\[30\]\[20\],39.78
_03144_,39.74
_06278_,39.74
soc.rf.mem\[19\]\[8\],39.74
_05361_,39.72
_07036_,39.7
soc.rf.mem\[31\]\[20\],39.7
soc.bspi.bif.bwb\[3\],39.67
soc.rf.mem\[3\]\[28\],39.64
_06424_,39.62
_06840_,39.62
_05620_,39.58
_05076_,39.54
soc.rf.mem\[17\]\[16\],39.54
_03427_,39.52
_07745_,39.52
_05578_,39.48
_06561_,39.48
soc.rf.mem\[11\]\[12\],39.48
soc.rf.mem\[3\]\[16\],39.44
_07459_,39.4
soc.core.alu.alu_ot\[23\],39.38
soc.bios_dout1\[0\]\[11\],39.34
soc.cc_cntr\[9\],39.34
soc.core.pf_pcr\[25\],39.34
soc.rf.mem\[14\]\[12\],39.34
soc.rf.mem\[14\]\[22\],39.34
soc.rf.mem\[29\]\[15\],39.3
soc.core.mi_ad\[22\],39.28
soc.rf.mem\[29\]\[8\],39.26
soc.rf.mem\[31\]\[13\],39.24
_07429_,39.22
soc.rf.mem\[17\]\[17\],39.22
net233,39.19
_03736_,39.18
net623,39.15
_06564_,39.12
_05531_,39.1
_07887_,39.1
soc.uart.uatransmit.rg_clock_counter\[13\],39.1
_03167_,39.08
_07236_,39.06
soc.rf.mem\[14\]\[19\],39.06
_04660_,39.04
_04554_,39.02
_04647_,39.02
_06875_,39.02
soc.bios_wmask0\[3\],39
_05777_,38.98
soc.io_dout\[7\],38.98
_06870_,38.94
soc.rf.mem\[1\]\[31\],38.92
_07532_,38.9
soc.bspi.o2b.wbn\[1\],38.9
_03947_,38.86
soc.rf.mem\[18\]\[5\],38.86
soc.rf.mem\[21\]\[22\],38.84
_07751_,38.8
soc.rf.mem\[26\]\[20\],38.74
_07048_,38.72
_07375_,38.72
soc.rf.mem\[8\]\[31\],38.68
soc.uart.uareceive.clock_counter\[7\],38.64
soc.rf.mem\[10\]\[24\],38.62
_03737_,38.56
_05160_,38.54
soc.core.xw_mfn\[0\],38.52
_04897_,38.48
_05002_,38.48
_05598_,38.48
_07402_,38.48
soc.bspi.o2b.wdt\[5\],38.48
soc.rf.mem\[21\]\[10\],38.46
_02217_,38.44
_06141_,38.4
_07399_,38.4
_06414_,38.38
_06375_,38.34
_02932_,38.32
_04025_,38.32
soc.cc_cntr\[17\],38.32
_05292_,38.3
_06637_,38.3
_07034_,38.28
soc.core.pc_a4\[26\],38.26
_03799_,38.25
soc.bios_wmask0\[2\],38.24
_07191_,38.22
_07504_,38.16
_02625_,38.08
_04523_,38.08
_04813_,38.08
_05783_,38.08
soc.uart.uatransmit.rg_clock_counter\[1\],38.06
_00979_,38.04
_07427_,38.02
soc.uart.serial_in_reg,38
_06457_,37.94
soc.core.pc_a4\[24\],37.88
_03500_,37.86
_07377_,37.86
_04011_,37.78
_07683_,37.78
soc.rf.mem\[8\]\[25\],37.78
_07260_,37.77
_07257_,37.76
_06219_,37.75
soc.core.pf_pc4\[8\],37.72
_06897_,37.7
soc.rf.mem\[25\]\[23\],37.66
_03660_,37.6
_03352_,37.52
_07017_,37.52
_04894_,37.48
_05281_,37.48
soc.bspi.o2b.wdt\[3\],37.46
_06872_,37.42
_03756_,37.38
soc.ir_cntr\[26\],37.38
soc.rf.mem\[4\]\[20\],37.32
soc.rf.mem\[29\]\[27\],37.3
_03112_,37.24
_05759_,37.24
_07374_,37.24
soc.rf.mem\[15\]\[24\],37.22
_05868_,37.2
soc.uart.uatransmit.rg_clock_counter\[15\],37.19
soc.cc_cntr\[30\],37.16
soc.cc_cntr\[3\],37.08
soc.rf.mem\[25\]\[8\],37.06
_08067_,37.04
soc.core.pc_a4\[4\],37.04
soc.ir_cntr\[18\],37.02
soc.rf.mem\[12\]\[11\],37
soc.badr\[4\],36.985
_06787_,36.96
_06842_,36.94
soc.ir_cntr\[28\],36.94
soc.rf.mem\[29\]\[10\],36.92
_07476_,36.9
_06923_,36.88
soc.rf.mem\[0\]\[24\],36.86
soc.rf.mem\[13\]\[30\],36.83
soc.bios_dout1\[0\]\[12\],36.78
soc.rf.mem\[28\]\[20\],36.74
_06150_,36.72
_05504_,36.7
soc.rf.mem\[22\]\[28\],36.7
_06519_,36.68
_06933_,36.64
soc.rf.mem\[0\]\[16\],36.64
soc.rf.mem\[27\]\[15\],36.64
_05278_,36.56
_06724_,36.56
soc.rf.mem\[0\]\[15\],36.56
soc.rf.mem\[17\]\[11\],36.56
soc.cc_cntr\[15\],36.52
_05968_,36.42
_06732_,36.34
soc.bspi.o2b.wdt\[2\],36.32
_06485_,36.315
_06462_,36.28
_08230_,36.26
soc.rf.mem\[26\]\[22\],36.24
soc.rf.mem\[13\]\[6\],36.22
soc.rf.mem\[19\]\[21\],36.22
_06043_,36.2
_07440_,36.18
soc.rf.mem\[16\]\[31\],36.18
_07328_,36.16
soc.io_dout\[25\],36.14
soc.rf.mem\[9\]\[30\],36.14
_06836_,36.12
soc.rf.mem\[24\]\[19\],36.12
_02204_,36.1
_06628_,36.1
soc.rf.mem\[14\]\[5\],36.1
_06208_,36.02
_07729_,35.94
_07816_,35.94
_07818_,35.92
soc.core.xw_aot\[27\],35.92
_04606_,35.9
soc.ir_cntr\[29\],35.9
_00187_,35.88
_04720_,35.88
soc.rf.mem\[14\]\[16\],35.82
soc.rf.mem\[27\]\[5\],35.82
_04083_,35.8
soc.rf.mem\[24\]\[20\],35.78
soc.rf.mem\[10\]\[25\],35.77
_06453_,35.74
soc.cc_cntr\[22\],35.74
soc.rf.mem\[1\]\[11\],35.74
soc.ir_cntr\[31\],35.72
_06221_,35.68
_05852_,35.66
_06128_,35.64
soc.rf.mem\[19\]\[0\],35.64
net618,35.64
soc.rf.mem\[14\]\[14\],35.62
_06127_,35.58
_06589_,35.58
soc.rf.mem\[11\]\[23\],35.58
_06517_,35.54
_05650_,35.525
soc.rf.mem\[31\]\[26\],35.52
soc.rf.mem\[9\]\[20\],35.52
_06455_,35.5
soc.rf.mem\[11\]\[0\],35.5
soc.rf.mem\[1\]\[23\],35.5
soc.rf.mem\[15\]\[31\],35.45
soc.bspi.oif.bct\[1\],35.38
soc.rf.mem\[11\]\[24\],35.38
soc.core.pf_pcr\[29\],35.36
_02071_,35.34
_06592_,35.34
_07240_,35.34
_07611_,35.34
_07670_,35.34
soc.rf.mem\[0\]\[7\],35.34
soc.rf.mem\[3\]\[23\],35.34
_00165_,35.32
_05377_,35.26
_05443_,35.26
_07749_,35.26
_02922_,35.24
soc.rf.mem\[1\]\[8\],35.24
_07248_,35.2
_07822_,35.2
soc.rf.mem\[1\]\[17\],35.2
_02392_,35.16
_07886_,35.16
soc.rf.mem\[18\]\[3\],35.14
_07988_,35.12
net628,35.1
_06994_,35.08
soc.ir_cntr\[23\],35.08
soc.rf.mem\[8\]\[16\],35.08
_06723_,35.06
clknet_leaf_7_soc.bspi.b2o.wck,35.06
_03670_,35.04
_00166_,35.02
soc.ir_cntr\[15\],35.015
_07103_,34.98
soc.rf.mem\[24\]\[9\],34.98
_04449_,34.94
_07345_,34.94
soc.core.xw_pc4\[7\],34.92
soc.rf.mem\[10\]\[4\],34.9
_03715_,34.88
soc.rf.mem\[3\]\[30\],34.88
soc.rf.mem\[1\]\[24\],34.86
soc.rf.mem\[23\]\[19\],34.86
soc.rf.mem\[27\]\[18\],34.86
_03978_,34.84
_05658_,34.78
_04446_,34.76
_06563_,34.76
_06587_,34.76
_05462_,34.7
_05613_,34.7
_06048_,34.68
_07659_,34.68
soc.rf.mem\[29\]\[4\],34.68
_03807_,34.66
_03317_,34.64
_05094_,34.62
_08136_,34.62
soc.rf.mem\[28\]\[2\],34.59
soc.rf.mem\[15\]\[14\],34.58
soc.rf.mem\[16\]\[23\],34.58
soc.bspi.bif.bwb\[2\],34.57
soc.rf.mem\[8\]\[18\],34.56
net624,34.55
_06463_,34.54
soc.rf.mem\[11\]\[30\],34.54
soc.rf.mem\[20\]\[15\],34.54
soc.rf.mem\[27\]\[29\],34.54
soc.rf.mem\[31\]\[4\],34.54
soc.rf.mem\[12\]\[20\],34.52
_08232_,34.5
soc.badr\[7\],34.465
_05171_,34.46
soc.uart.data_out\[4\],34.46
_06947_,34.42
soc.bios_wmask0\[1\],34.42
soc.rf.mem\[3\]\[15\],34.4
soc.rf.mem\[16\]\[15\],34.38
soc.rf.mem\[26\]\[15\],34.38
soc.rf.mem\[31\]\[5\],34.38
_05534_,34.36
_07235_,34.36
_05311_,34.34
clknet_leaf_181_soc.bspi.b2o.wck,34.34
_06946_,34.32
soc.rf.mem\[9\]\[10\],34.32
soc.rf.mem\[15\]\[2\],34.3
_05157_,34.26
soc.cc_cntr\[28\],34.26
soc.rf.mem\[8\]\[21\],34.26
_06222_,34.25
_05899_,34.24
_08095_,34.24
soc.rf.mem\[19\]\[17\],34.24
soc.uart.uatransmit.rg_clock_counter\[3\],34.205
soc.rf.mem\[27\]\[20\],34.2
_04696_,34.18
soc.bios_wmask0\[0\],34.18
soc.core.mi_ad\[13\],34.18
_02311_,34.16
_04139_,34.16
_04062_,34.14
soc.rf.mem\[22\]\[17\],34.14
_03470_,34.12
_04121_,34.12
_05147_,34.12
soc.rf.mem\[19\]\[11\],34.08
soc.rf.mem\[27\]\[16\],34.08
_02006_,34.06
_06866_,34.06
_06910_,34.06
soc.bspi.b2o.wrb\[1\],34.04
soc.rf.mem\[28\]\[8\],34.04
_07110_,34.025
_06928_,34.02
_07370_,34.02
_02178_,34
_06207_,33.98
net589,33.98
soc.rf.mem\[0\]\[12\],33.96
soc.rf.mem\[29\]\[11\],33.96
soc.rf.mem\[3\]\[29\],33.96
_05396_,33.94
_06516_,33.92
soc.cc_cntr\[5\],33.9
soc.rf.mem\[1\]\[15\],33.9
_07241_,33.88
soc.rf.mem\[24\]\[16\],33.88
soc.rf.mem\[2\]\[22\],33.88
soc.uart.uatransmit.rg_bit_counter\[2\],33.82
_06498_,33.8
soc.rf.mem\[28\]\[5\],33.8
_06451_,33.78
_01337_,33.765
_04508_,33.74
soc.rf.mem\[16\]\[30\],33.74
soc.rf.mem\[5\]\[16\],33.74
_01080_,33.705
_06744_,33.7
_06402_,33.64
soc.io_dout\[22\],33.64
_07401_,33.62
_03285_,33.6
_05964_,33.58
soc.rf.mem\[5\]\[13\],33.58
_07987_,33.56
soc.rf.mem\[27\]\[3\],33.56
soc.rf.mem\[3\]\[8\],33.56
soc.rf.mem\[16\]\[24\],33.52
soc.rf.mem\[26\]\[5\],33.52
_07102_,33.51
soc.md_sl\[0\],33.51
soc.cc_cntr\[23\],33.5
soc.rf.mem\[30\]\[5\],33.5
_05646_,33.48
_03803_,33.46
soc.core.xw_pc4\[17\],33.46
_01877_,33.44
_06769_,33.44
soc.rf.mem\[29\]\[26\],33.44
soc.rf.mem\[17\]\[30\],33.42
_02698_,33.36
soc.rf.mem\[1\]\[16\],33.36
soc.rf.mem\[20\]\[10\],33.36
soc.rf.mem\[14\]\[31\],33.34
soc.rf.mem\[6\]\[14\],33.34
soc.rf.mem\[7\]\[12\],33.34
_05763_,33.32
_06459_,33.28
_03830_,33.24
_04345_,33.24
_07226_,33.21
_05236_,33.16
soc.rf.mem\[29\]\[12\],33.16
_03418_,33.12
_06830_,33.12
soc.rf.mem\[0\]\[30\],33.1
_00119_,33.08
soc.io_dout\[4\],33.08
soc.uart.uatransmit.rg_bit_counter\[0\],33.08
soc.badr\[8\],33.06
soc.rf.mem\[13\]\[8\],33.06
_07514_,33.04
soc.rf.mem\[26\]\[23\],33.04
_07448_,33.02
_05140_,32.98
soc.rf.mem\[31\]\[23\],32.98
_05402_,32.96
soc.rf.mem\[1\]\[10\],32.94
soc.rf.mem\[20\]\[23\],32.94
soc.rf.mem\[26\]\[18\],32.94
soc.ir_cntr\[20\],32.925
_05705_,32.92
soc.rf.mem\[14\]\[11\],32.92
soc.rf.mem\[31\]\[17\],32.92
_07014_,32.9
_03941_,32.88
soc.rf.mem\[13\]\[10\],32.86
soc.rf.mem\[16\]\[18\],32.86
_04585_,32.84
soc.core.alu.alu_ot\[15\],32.84
_05587_,32.82
_07598_,32.82
_04177_,32.78
soc.rf.mem\[29\]\[28\],32.78
soc.rf.mem\[15\]\[10\],32.76
_07695_,32.74
_02191_,32.72
_06330_,32.72
_07223_,32.72
soc.bspi.o2b.wdt\[1\],32.72
soc.rf.mem\[11\]\[25\],32.72
soc.rf.mem\[27\]\[2\],32.7
_06158_,32.68
_03541_,32.66
soc.rf.mem\[9\]\[25\],32.66
_04721_,32.64
_06602_,32.64
soc.rf.mem\[16\]\[25\],32.64
_03999_,32.62
_03738_,32.58
_05655_,32.58
_07264_,32.56
soc.rf.mem\[26\]\[3\],32.54
soc.ir_cntr\[17\],32.48
soc.rf.mem\[25\]\[19\],32.48
_03159_,32.44
_03912_,32.42
_03994_,32.42
_06534_,32.42
_04885_,32.4
_05183_,32.4
soc.rf.mem\[23\]\[28\],32.38
_06479_,32.36
soc.rf.mem\[15\]\[22\],32.36
_05621_,32.34
_06922_,32.34
soc.rf.mem\[20\]\[13\],32.32
_03652_,32.3
_07340_,32.3
soc.io_dout\[26\],32.28
soc.rf.mem\[31\]\[16\],32.28
soc.rf.mem\[20\]\[20\],32.26
soc.rf.mem\[19\]\[2\],32.23
soc.rf.mem\[31\]\[29\],32.22
_05139_,32.2
_06217_,32.2
soc.rf.mem\[12\]\[23\],32.2
soc.rf.mem\[14\]\[26\],32.2
soc.rf.mem\[30\]\[11\],32.2
soc.rf.mem\[4\]\[23\],32.2
_05043_,32.18
_04816_,32.17
_06879_,32.16
_07682_,32.16
_05904_,32.14
soc.rf.mem\[16\]\[2\],32.14
soc.bios_dout1\[1\]\[26\],32.12
soc.cc_cntr\[12\],32.12
soc.rf.mem\[28\]\[17\],32.12
soc.rf.mem\[10\]\[6\],32.1
soc.rf.mem\[16\]\[14\],32.06
soc.rf.mem\[17\]\[25\],32.06
soc.rf.mem\[7\]\[23\],32.06
soc.uart.data_out_ready,32.04
_03126_,32.02
soc.rf.mem\[8\]\[13\],32.02
soc.rf.mem\[28\]\[11\],31.98
_06499_,31.96
_07052_,31.96
_05184_,31.94
_06280_,31.94
soc.rf.mem\[11\]\[8\],31.92
soc.rf.mem\[4\]\[4\],31.92
soc.core.pc_a4\[29\],31.9
soc.rf.mem\[11\]\[13\],31.9
soc.rf.mem\[2\]\[1\],31.9
soc.rf.mem\[7\]\[29\],31.9
soc.bspi.bif.scs\[1\],31.88
soc.uart.uareceive.bit_counter\[0\],31.88
_05780_,31.86
_05577_,31.82
soc.rf.mem\[3\]\[18\],31.82
soc.rf.mem\[0\]\[0\],31.8
soc.rf.mem\[18\]\[6\],31.8
soc.rf.mem\[9\]\[4\],31.8
_07571_,31.79
soc.rf.mem\[1\]\[21\],31.75
_06903_,31.74
soc.rf.mem\[20\]\[2\],31.74
soc.rf.mem\[5\]\[30\],31.74
_03386_,31.72
soc.core.pc_a4\[8\],31.72
soc.rf.mem\[14\]\[6\],31.72
soc.rf.mem\[31\]\[24\],31.72
_02009_,31.7
_07587_,31.68
_07811_,31.66
soc.rf.mem\[17\]\[10\],31.66
_01414_,31.645
_04233_,31.64
_04572_,31.64
_05616_,31.62
_06794_,31.62
_06751_,31.58
_03666_,31.56
soc.rf.mem\[8\]\[5\],31.56
_03892_,31.54
soc.rf.mem\[10\]\[27\],31.5
_06491_,31.48
soc.rf.mem\[8\]\[28\],31.48
_07105_,31.46
soc.rf.mem\[6\]\[30\],31.42
_04669_,31.41
soc.rf.mem\[15\]\[12\],31.41
soc.bspi.oif.rsfr\[7\],31.4
_06934_,31.36
soc.uart.data_out\[7\],31.36
_06264_,31.32
soc.rf.mem\[26\]\[2\],31.28
soc.bspi.bif.bwb\[1\],31.27
_06275_,31.25
soc.core.exr_wad\[4\],31.24
soc.rf.mem\[11\]\[4\],31.24
soc.rf.mem\[15\]\[20\],31.24
_05524_,31.2
soc.rf.mem\[3\]\[12\],31.2
soc.core.pc_a4\[12\],31.165
_06932_,31.16
_05238_,31.14
soc.rf.mem\[16\]\[12\],31.14
soc.rf.mem\[15\]\[29\],31.12
soc.rf.mem\[24\]\[23\],31.12
_02005_,31.1
_05649_,31.04
_07490_,31.04
soc.rf.mem\[21\]\[6\],31.04
_05760_,31.02
_07031_,31.02
_07082_,31
soc.rf.mem\[12\]\[6\],31
